traceId	group	protocol	initialState	events	faultClass	outcome	candidates	subjects	bindings	lanes	calls	localCounters	budgets	isolation
C41_LIST_FULL_GET_MISMATCH	RECOVERY	COMMON	VERIFIED_WALRUN_OPEN	FAULT:STOP_WALRUN_SHARED_INVARIANT;PLAN:c0:2:0;DISPATCH:c0;LIST_ONE;FULL_GET_MISMATCH:c0	STOP_WALRUN_SHARED_INVARIANT	OBJECT_QUARANTINED	c0:2:0:DISPATCHED:QUARANTINED	-	-	2:ALLOCATED_HELD:0	OBJECT_FULL_GET=1,OBJECT_LIST_PAGE=1	acks=0,publications=0,waiters=0,spool=0,crypto=0	requests=2,putBytes=0,readBytes=1000,listPages=1,listedObjects=1,listedKeyBytes=64,decodedUnits=1,elapsedMillis=2	WALRUN_SHARED
C42_LIST_FULL_GET_PUBLISH	RECOVERY	COMMON	VERIFIED_WALRUN_OPEN	FAULT:TAKEOVER_RECOVERY;PLAN:c0:0:0;SUBJECT:s0:c0:b0:u0;RESERVE:s0;ASSIGN:s0;TRANSFER:s0;DISPATCH:c0;LIST_ONE;FULL_GET_EXACT:c0;TAKEOVER:c0;HIDE:s0;PUBLISH:s0;ACK:s0	TAKEOVER_RECOVERY	PUBLISHED_AND_ACKED	c0:0:0:DISPATCHED:EXISTING_EXACT	s0:c0:b0:u0:COMMITTED:RELEASED_AFTER_PUBLICATION:VISIBLE_PUBLISHED:1	b0:1:ADMITTING	0:RESOLVED:1	OBJECT_FULL_GET=1,OBJECT_LIST_PAGE=1	acks=1,publications=1,waiters=0,spool=0,crypto=0	requests=2,putBytes=0,readBytes=1000,listPages=1,listedObjects=1,listedKeyBytes=64,decodedUnits=1,elapsedMillis=2	NONE
K43_TAKEOVER_REBUILDS_KAFKA	RECOVERY	KAFKA	VERIFIED_WALRUN_OPEN	FAULT:TAKEOVER_RECOVERY;PLAN:c0:0:0;SUBJECT:s0:c0:b0:u0;RESERVE:s0;ASSIGN:s0;TRANSFER:s0;DISPATCH:c0;LIST_ONE;LIST_EMPTY;FULL_GET_EXACT:c0;TAKEOVER:c0	TAKEOVER_RECOVERY	TAKEOVER_REBUILT	c0:0:0:DISPATCHED:EXISTING_EXACT	s0:c0:b0:u0:ASSIGNED_HELD:TRANSFERRED_TO_RECOVERY:NONE:0	b0:0:ADMITTING	0:RESOLVED:1	OBJECT_FULL_GET=1,OBJECT_LIST_PAGE=2	acks=0,publications=0,waiters=0,spool=0,crypto=0	requests=3,putBytes=0,readBytes=1000,listPages=2,listedObjects=1,listedKeyBytes=64,decodedUnits=1,elapsedMillis=3	NONE
K44_WHOLE_SPECULATIVE_SUFFIX_ROLLBACK	RECOVERY	KAFKA	VERIFIED_WALRUN_OPEN	FAULT:TAKEOVER_RECOVERY;PLAN:c0:0:0;SUBJECT:s0:c0:b0:u0;SUBJECT:s1:c0:b0:u1;RESERVE:s0;ASSIGN:s0;RESERVE:s1;ASSIGN:s1;DISPATCH:c0;LIST_ONE;LIST_EMPTY;FULL_GET_MISMATCH:c0;ROLLBACK:s0;ROLLBACK:s1	TAKEOVER_RECOVERY	ROLLBACK_SPECULATIVE_SUFFIX	c0:0:0:DISPATCHED:QUARANTINED	s0:c0:b0:u0:ROLLED_BACK_SPECULATIVE_SUFFIX:RELEASED_AFTER_ROLLBACK:ROLLED_BACK:0;s1:c0:b0:u1:ROLLED_BACK_SPECULATIVE_SUFFIX:RELEASED_AFTER_ROLLBACK:ROLLED_BACK:0	b0:0:ADMITTING	0:ALLOCATED_HELD:0	OBJECT_FULL_GET=1,OBJECT_LIST_PAGE=2	acks=0,publications=0,waiters=0,spool=0,crypto=0	requests=3,putBytes=0,readBytes=1000,listPages=2,listedObjects=1,listedKeyBytes=64,decodedUnits=1,elapsedMillis=3	WALRUN_SHARED
K45_DUPLICATE_SEQUENCE_FORK	RECOVERY	KAFKA	VERIFIED_WALRUN_OPEN	FAULT:STOP_WALRUN_SHARED_INVARIANT;PLAN:c0:0:0;LIST_ONE;LIST_ONE;STOP_SHARED:c0	STOP_WALRUN_SHARED_INVARIANT	STOP_WALRUN_SHARED_INVARIANT	c0:0:0:NOT_DISPATCHED:NOT_CALLED	-	-	0:BURNED_WITH_RUN_STOP:0	OBJECT_LIST_PAGE=2	acks=0,publications=0,waiters=0,spool=0,crypto=0	requests=2,putBytes=0,readBytes=0,listPages=2,listedObjects=2,listedKeyBytes=128,decodedUnits=0,elapsedMillis=2	WALRUN_SHARED
K46_UNKNOWN_LANE_ISOLATES_OTHER_LANE	RECOVERY	KAFKA	VERIFIED_WALRUN_OPEN	FAULT:PROVIDER_OUTCOME_UNKNOWN;PLAN:c0:0:0;SUBJECT:s0:c0:b0:u0;RESERVE:s0;ASSIGN:s0;DISPATCH:c0;LIST_EMPTY;UNKNOWN:c0;PLAN:c1:1:0;FIXTURE_RESOLVE:c1;LIST_ONE;UNKNOWN:c0	PROVIDER_OUTCOME_UNKNOWN	FAIL_CLOSED_UNKNOWN	c0:0:0:DISPATCHED:DISPATCHED_UNRESOLVED;c1:1:0:DISPATCHED:APPLIED_EXACT	s0:c0:b0:u0:UNKNOWN_RETAINED:RETAINED_PENDING:NONE:0	b0:0:ADMITTING	0:ALLOCATED_HELD:0;1:RESOLVED:1	OBJECT_LIST_PAGE=2	acks=0,publications=0,waiters=0,spool=0,crypto=0	requests=2,putBytes=0,readBytes=0,listPages=2,listedObjects=1,listedKeyBytes=64,decodedUnits=0,elapsedMillis=2	LANE_LOCAL
P47_RESUME_SAME_ENTRY_FROM_PREFIX	RECOVERY	PULSAR	VERIFIED_WALRUN_OPEN	FAULT:TAKEOVER_RECOVERY;PLAN:c0:0:0;SUBJECT:s0:c0:b0:u0;RESERVE:s0;ASSIGN:s0;TRANSFER:s0;FIXTURE_RESOLVE:c0;LIST_ONE;LIST_EMPTY;PREFIX_GET:c0;RESUME:s0	TAKEOVER_RECOVERY	RESUME_SAME_APPEND_SAME_POSITION	c0:0:0:DISPATCHED:APPLIED_EXACT	s0:c0:b0:u0:RESUMED_SAME_POSITION:TRANSFERRED_TO_RECOVERY:NONE:0	b0:0:ADMITTING	0:RESOLVED:1	OBJECT_PREFIX_RANGE_GET=1,OBJECT_LIST_PAGE=2	acks=0,publications=0,waiters=0,spool=0,crypto=0	requests=3,putBytes=0,readBytes=200,listPages=2,listedObjects=1,listedKeyBytes=64,decodedUnits=0,elapsedMillis=3	NONE
P48_NO_GAP_VIRTUAL_LEDGER_ROLLOVER	RECOVERY	PULSAR	VERIFIED_WALRUN_OPEN	FAULT:TAKEOVER_RECOVERY;PLAN:c0:0:0;SUBJECT:s0:c0:b0:u0;RESERVE:s0;ASSIGN:s0;TRANSFER:s0;FIXTURE_RESOLVE:c0;LIST_ONE;LIST_ONE;PREFIX_GET:c0;PREFIX_GET:c0;FRAME_GET:s0;FRAME_GET:s0;ROLLOVER:s0	TAKEOVER_RECOVERY	ROLLOVER_SUCCESSOR_VIRTUAL_LEDGER	c0:0:0:DISPATCHED:APPLIED_EXACT	s0:c0:b0:u0:SEALED_BEFORE_GAP:TRANSFERRED_TO_RECOVERY:NONE:0	b0:0:ADMITTING	0:RESOLVED:1	OBJECT_PREFIX_RANGE_GET=2,OBJECT_FRAME_RANGE_GET=2,OBJECT_LIST_PAGE=2	acks=0,publications=0,waiters=0,spool=0,crypto=0	requests=6,putBytes=0,readBytes=1000,listPages=2,listedObjects=2,listedKeyBytes=128,decodedUnits=2,elapsedMillis=6	NONE
P49_PREFIX_FRAME_TAKEOVER_REBUILD	RECOVERY	PULSAR	VERIFIED_WALRUN_OPEN	FAULT:TAKEOVER_RECOVERY;PLAN:c0:1:0;SUBJECT:s0:c0:b0:u0;RESERVE:s0;ASSIGN:s0;TRANSFER:s0;FIXTURE_RESOLVE:c0;LIST_ONE;PREFIX_GET:c0;FRAME_GET:s0;TAKEOVER:c0	TAKEOVER_RECOVERY	TAKEOVER_REBUILT	c0:1:0:DISPATCHED:APPLIED_EXACT	s0:c0:b0:u0:ASSIGNED_HELD:TRANSFERRED_TO_RECOVERY:NONE:0	b0:0:ADMITTING	1:RESOLVED:1	OBJECT_PREFIX_RANGE_GET=1,OBJECT_FRAME_RANGE_GET=1,OBJECT_LIST_PAGE=1	acks=0,publications=0,waiters=0,spool=0,crypto=0	requests=3,putBytes=0,readBytes=500,listPages=1,listedObjects=1,listedKeyBytes=64,decodedUnits=1,elapsedMillis=3	NONE
P50_FRAME_FAILURE_BINDING_ISOLATION	ISOLATION	PULSAR	VERIFIED_WALRUN_OPEN	FAULT:RETRYABLE_BINDING_LOCAL;PLAN:c0:2:0;SUBJECT:s0:c0:b0:u0;SUBJECT:s1:c0:b1:u1;RESERVE:s0;ASSIGN:s0;RESERVE:s1;ASSIGN:s1;FIXTURE_RESOLVE:c0;LIST_ONE;PREFIX_GET:c0;PREFIX_GET:c0;FRAME_GET:s0;FRAME_GET:s1;HIDE:s1;PUBLISH:s1;ACK:s1;BINDING_FAIL:s0	RETRYABLE_BINDING_LOCAL	BINDING_FAILURE_ISOLATED	c0:2:0:DISPATCHED:APPLIED_EXACT	s0:c0:b0:u0:UNKNOWN_RETAINED:RELEASED_AFTER_PROVIDER_RESOLUTION:NONE:0;s1:c0:b1:u1:COMMITTED:RELEASED_AFTER_PUBLICATION:VISIBLE_PUBLISHED:1	b0:0:ADMITTING;b1:1:ADMITTING	2:RESOLVED:1	OBJECT_PREFIX_RANGE_GET=2,OBJECT_FRAME_RANGE_GET=2,OBJECT_LIST_PAGE=1	acks=1,publications=1,waiters=0,spool=0,crypto=0	requests=5,putBytes=0,readBytes=1000,listPages=1,listedObjects=1,listedKeyBytes=64,decodedUnits=2,elapsedMillis=5	BINDING_LOCAL
